Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Gozco Plantations,https://www.crunchbase.com/organization/gozco-plantations,"Agriculture, Industrial","Surabaya, Jawa Timur, Indonesia",Gozco Plantations is a palm oil company.,"2,762,142",Active,2001-01-01,day,2008-05-15,day,,,For Profit,http://www.gozco.com/,"Gozco Plantations is a business that builds and manages palm oil plantations, as well as trades and processes raw palm oil and palm kernel. The majority of its income comes from the sale of crude palm oil. Fresh fruit bunches are also produced by it.",IPO,,,
Pool Advista Finance,https://www.crunchbase.com/organization/pool-advista-finance,"Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia",Pool Advista Finance is a financial services company.,"2,769,980",Active,2001-05-21,day,2018-11-16,day,,,For Profit,https://paf.co.id/,"Pool Advista Finance is a financing company that provides economic development. They provide services that include investment financing, working capital financing, and multipurpose financing. They provide services for mutual funds, insurance, and micro or other products for financial service activities and finance companies.",IPO,,,
Arkha Jayanti Persada,https://www.crunchbase.com/organization/arkha-jayanti-persada,"Industrial, Machinery Manufacturing, Manufacturing","Citeureup, Jawa Barat, Indonesia",Arkha Jayanti Persada is a manufacturer of engineered transport equipment.,"2,787,015",Active,2000-01-01,day,2019-07-10,day,,,For Profit,https://www.arkhajayanti.co.id/,"Arkha Jayanti Persada manufactures transport equipment. They offer to fabricate metal parts and components, as well as metal based equipment for oil and gas and telecommunications projects. They also provide steel construction services.",IPO,,,
blanik.com,https://www.crunchbase.com/organization/blanik-com,"Beauty, Local Shopping, Online Auctions","Jakarta, Jakarta Raya, Indonesia",blanik.com is a local shopping company located in Jakarta.,"2,790,826",Active,2004-01-01,day,,,,,For Profit,http://www.blanik.com/,,,,,
Alamaya,https://www.crunchbase.com/organization/alamaya,"Software, Web Development","Denpasar, Bali, Indonesia",Alamaya provides web development services.,"2,797,948",Active,2002-01-01,day,,,,,For Profit,http://www.alamaya.com/,,,,,
Advess Business Solution,https://www.crunchbase.com/organization/advess-business-solution,"Accounting, Android, Software, Web Development","Bandung, Jawa Barat, Indonesia",Advess Business Solution is an accounting company located in Bandung.,"2,811,353",Active,2004-01-01,day,,,,,For Profit,http://www.advess.net/,,,,,
Gaido Travel,https://www.crunchbase.com/organization/gaido-travel,"Leisure, Tourism, Travel Agency","Jakarta, Jakarta Raya, Indonesia","Gaido Travel is a travel agency that specializes in pilgrimage travel, franchise licensing, and visas.","2,812,099",Active,2003-02-18,day,,,,,For Profit,https://gaidotravel.com,,,,,
Apartemen di Jakarta Selatan Casa Grande Residence,https://www.crunchbase.com/organization/apartemen-di-jakarta-selatan-casa-grande-residence,Construction,"Jakarta, Jakarta Raya, Indonesia",Apartemen di Jakarta Selatan yang mewah,"2,814,990",Active,2000-01-01,year,,,,,For Profit,http://casagranderesidence.co.id,,,,,
SHUBA Solutions,https://www.crunchbase.com/organization/shuba-solutions,"Consulting, Information Technology, Outsourcing, Software","Jakarta, Jakarta Raya, Indonesia","SHUBA Solutions is a custom IT solutions provider for the banking, oil & gas, insurance and manufacturing industries.","2,823,779",Active,2003-01-01,year,,,,,For Profit,https://shuba.co.id,,,,,
Sinergi Inti Plastindo,https://www.crunchbase.com/organization/sinergi-inti-plastindo,"Manufacturing, Plastics and Rubber Manufacturing, Sales","Kebayoran Lama, Jakarta Raya, Indonesia",Sinergi Inti Plastindo is a manufacturer and distributor of plastic goods for packaging.,"2,835,509",Active,2001-01-01,day,2019-11-14,day,,,For Profit,https://www.sinergiplastama.co.id/,"Sinergi Inti Plastindo has grown into a company in the field of industrial goods ranging from plastic to packaging. Their products such as include t-shirt bags, soft loop handle bags, poly draw bags, and patch handle bags.",IPO,,,
ptsip,https://www.crunchbase.com/organization/ptsip,"E-Learning, Information Technology, Software","Bogor, Jawa Barat, Indonesia",PTSIP is a portfolio of solutions and products based on Internet technology with international partners from various countries.,"2,841,858",Active,2000-01-01,year,,,,,For Profit,https://ptsip.com/,,,,,
Infotech Solutions Indonesia,https://www.crunchbase.com/organization/infotech-solutions-indonesia,"Digital Media, Information Technology, Web Apps","Jakarta, Jakarta Raya, Indonesia",Infotech Solutions is a information technology company located in Jakarta.,"2,843,552",Active,2000-01-01,day,,,,,For Profit,http://www.infotech.co.id/,,,,,
Solusindo Total Teknikatama,https://www.crunchbase.com/organization/solusindo-total-teknikatama,"Information Services, Information Technology, Risk Management, Software","Jakarta, Jakarta Raya, Indonesia","Solusindo Total Teknikatama provides IT support service, technology service management, customized system development & project management.","2,859,377",Active,2000-01-01,year,,,,,For Profit,https://www.solusindotama.com,,,,,
GlobenetSystem,https://www.crunchbase.com/organization/globenetsystem,"Information and Communications Technology (ICT), Web Development","Japan, Jawa Tengah, Indonesia","GlobenetSystem develops systems and build networks, and have been supported by many customers based on their wealth of knowledge.","2,875,644",Active,2002-08-01,month,,,,,For Profit,https://www.globenet.jp/,,,,,
Top Money Jobs,https://www.crunchbase.com/organization/top-money-jobs,"Blockchain, Finance, FinTech, Recruiting","Japan, Jawa Tengah, Indonesia","TMJ Partners is a financial recruiter that is focused on fields such as FinTech, Bitcoin, FX, Securities, Banks, and Hedge Funds.","2,883,405",Active,2000-01-01,year,,,,,For Profit,http://www.topmoneyjobs.com/en,,,,,
Mark Dynamics Indonesia,https://www.crunchbase.com/organization/mark-dynamics-indonesia,"Industrial, Industrial Manufacturing, Manufacturing","Tanjung Morawa, Sumatera Utara, Indonesia",Mark Dynamics Indonesia is an industrial mould manufacturing company.,"2,893,964",Active,2003-01-01,day,2017-07-12,day,,,For Profit,http://www.markdynamicsindo.com/,"Mark Dynamics Indonesia is a glove manufacturer. Their products are rubber gloves for various purposes that include testing, industrial, medical, household, and even custom-made.",IPO,,,
Anugerah Kagum Karya Utama,https://www.crunchbase.com/organization/anugerah-kagum-karya-utama,Trading Platform,"Jakarta, Jakarta Raya, Indonesia",Anugerah Kagum Karya Utama specializes in trading and services sector.,"2,897,339",Active,2001-01-01,day,2004-11-01,day,,,For Profit,https://www.anugerahkagum.com/,,IPO,,,
UX Indonesia,https://www.crunchbase.com/organization/ux-indonesia,"Digital Marketing, Internet of Things, UX Design","Jakarta, Jakarta Raya, Indonesia",UX Indonesia is an ux design company located in Jakarta.,"2,904,087",Active,2002-01-01,day,,,,,For Profit,http://uxindo.com/about-ux-indonesia/,,,,,
PT Sigap Prima Astrea,https://www.crunchbase.com/organization/pt-sigap-prima-astrea,"Consulting, Security, Training","Jakarta, Jakarta Raya, Indonesia","PT Sigap Prima Astrea offers a wide range of security services including security gaurd, security system, devices, and consulting services.","2,917,051",Active,2002-01-01,year,,,,,For Profit,https://sigap.com,,,,,
PT Wilton Makmur Indonesia,https://www.crunchbase.com/organization/pt-wilton-makmur-indonesia,,"Jakarta, Jakarta Raya, Indonesia",PT Wilton Makmur Indonesia is an Indonesia-based company that owns and operates thermal coal mine,"2,925,312",Closed,2000-01-01,year,2004-07-15,day,,none,For Profit,http://www.renukaindo.com,,IPO,,,
Elasitas,https://www.crunchbase.com/organization/elasitas,Information Technology,"Jakarta, Jakarta Raya, Indonesia",The company was started back in the year 2002 as an Internet and Multimedia developer company.,"2,940,977",Active,2002-01-01,year,,,,,For Profit,http://elasitas.com,"The company was started back in the year 2002 as an Internet and Multimedia developer company. Yet due to fast pace mobile industry growth at that time, within a year after the establishment they expanded their core competencies into mobile space, which remains until now. They called ourselves the Technology Enabler. They help their partners and clients to meet their needs and requirements to be digital savvy, to use the knowledge and technology to stand out in the competition; not only by attractive and engaging digital activities, but also comprehensive, integrated, and effective solutions. Their partners and clients ranging from multinational Brands, Mobile Devices manufacturer, Telecommunication Operators, worldwide Intellectual Properties owner to even local SME you might never heard of. All being served by their solution on Internet, Mobile, and New Media platforms; from the smallest launcher application to the huge multi-platform development and services.",,,,
Sinar Pancasurya,https://www.crunchbase.com/organization/sinar-pancasurya,"Graphic Design, Manufacturing, Printing","Jakarta, Jakarta Raya, Indonesia",Sinar Pancasurya is a producer company printing and packaging products.,"2,942,347",Active,2003-01-01,year,,,,,For Profit,http://sps.co.id,,,,,
PT Duraquipt Cemerlang,https://www.crunchbase.com/organization/pt-duraquipt-cemerlang,"Industrial Engineering, Manufacturing, Oil and Gas","Depok, Jawa Barat, Indonesia","PT Duraquipt Cemerlang provides fire pumps, maintenance, repair services for industrial pumps and valves.","2,955,005",Active,2000-01-01,year,,,,,For Profit,https://ptdqc.com/,,,,,
CV Syifa Herbal Alami,https://www.crunchbase.com/organization/cv-syifa-herbal-alami,Medical,"Bogor, Jawa Barat, Indonesia",Produsen Herbal dengan produk ternama Habbasyifa,"2,968,508",Active,2000-01-02,day,,,,,For Profit,https://syifaherbalalami.co.id,,,,,
Trunojoyo University Madura,https://www.crunchbase.com/organization/trunojoyo-university-madura,Education,"Bangkalan, Jawa Timur, Indonesia",Trunojoyo University Madura is the youngest State University in East Java which is located on the island of Madura.,"2,986,344",Active,2001-01-01,year,,,,,For Profit,https://www.trunojoyo.ac.id,,,,,
IP-Guard Indonesia,https://www.crunchbase.com/organization/ip-guard-indonesia,"Computer, Information Technology, Security","Tangerang, Jawa Barat, Indonesia",IP-Guard Indonesia offers security and monitoring solutions that help companies protect data security and manage internet usage.,"2,995,175",Active,2000-01-01,year,,,,,For Profit,https://www.ip-guard.co.id/,,,,,
Intergo Telematics,https://www.crunchbase.com/organization/intergo-telematics,"Cloud Data Services, Information Technology, Web Development","Bandung, Jawa Barat, Indonesia",Intergo Telematics is a information technology company located in Bandung.,"3,031,268",Active,2003-01-01,day,,,,,For Profit,http://www.intergo.co.id/,,,,,
Bumi Teknokultura Unggul,https://www.crunchbase.com/organization/bumi-teknokultura-unggul,"Agriculture, Forestry","Jakarta, Jakarta Raya, Indonesia",Bumi Teknokultura Unggul is an agricultural biotechnology company.,"3,042,485",Active,2001-06-06,day,2004-05-14,day,,,For Profit,http://www.btek.co.id/,"Bumi Teknokultura Unggul provides agricultural biotechnology services for woods and also supports the preservation of the seed industry, and cocoa bean processing industry. They also provide a nursery for forestry plants, food crops, medicinal plants, and tropical ornamental plants.",IPO,,,
PT Evergreen Invesco,https://www.crunchbase.com/organization/pt-evergreen-invesco,Textiles,"Jakarta, Jakarta Raya, Indonesia","PT Evergreen Invesco is engaged in wholesale trading of cotton, fiber and yarns and others.","3,043,930",Active,2003-09-18,day,2010-07-12,day,,,For Profit,http://www.evergreeninvesco.com/,"PT Evergreen Invesco is engaged in wholesale distribution of cotton, fiber and yarns. Its subsidiaries include PT Tristate Indonesia, which is engaged in yarn spinning business, and PT Pacific Multi Industri, which is engaged in wholesaling.",IPO,,,
Senshin Soft,https://www.crunchbase.com/organization/senshin-soft,"Embedded Systems, Network Security, Software, Web Design, Web Development","Japan, Jawa Tengah, Indonesia","Senshin Soft is an IT company that provides software, web/open, control, embedded, network system design, and development services.","3,049,374",Active,2001-03-01,month,,,,,For Profit,https://www.senshin-soft.co.jp,,,,,
Fidelitas Technologies,https://www.crunchbase.com/organization/fidelitas-technologies,"Finance, Financial Services","Jakarta, Jakarta Raya, Indonesia",Fidelitas Technologies is a financial services company located in South Jakarta.,"3,067,908",Active,2004-01-01,day,,,,,For Profit,http://www.fidelitas-advisors.com/,,,,,
OPUSISV,https://www.crunchbase.com/organization/opusisv,,"Cibubur, Jakarta Raya, Indonesia","SEO, Web Design, IT Web Solution, IT Security","3,081,202",Active,2003-01-01,day,,,,,For Profit,https://www.opusisv.com/,"OPUS IT Service is a leading IT services and solutions company in Singapore, with two decades of experience. Its digital web experience comes with years of experience in software product engineering specializing in internet branding website, custom software project development, and application support maintenance service.",,,,
