Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
HyperGo,https://www.crunchbase.com/organization/hypergo,"Health Care, Shopping, Sporting Goods, Sports","Oakland, California, United States",HyperGo Wipes were designed by athletes for athletes and are branded as an After Sport Wipe.,"584,938","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://hypergo.com/,"HyperGo manufactures the wipes using a unique embossing technique that delivers extra softness and durability, giving them the best possible clean for athletes with their busy schedules. HyperGo wipes are made of 100% biodegradable vegetable fibers that decompose.","Commerce and Shopping, Health Care, Sports",,,1-10,,,,,,,,,,,,,Private,,,,,,
MCCA,https://www.crunchbase.com/organization/midwestern-connecticut-council-of-alcoholism,"Addiction Treatment, Health Care, Non Profit, Nursing and Residential Care, Outpatient Care","Danbury, Connecticut, United States","MCCA is an addiction treatment center that provides various treatments, programs and services to overcome and prevent addictions.","584,939","East Coast, New England, Northeastern US",$10M to $50M,Active,1972-01-01,year,,,,,Non-profit,https://mccaonline.com/,,"Health Care, Other, Social Impact",,,251-500,,,,,,,,,,,,,Private,,,,,,
Esultants,https://www.crunchbase.com/organization/esultants,"Advertising, E-Commerce, Internet, Marketing, Web Design","Saint Paul, Minnesota, United States",Esultants is a website business that has stuck around through it all.,"584,940","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,http://esultants.com/,"Esultants is a website business that has stuck around through it all. They know the web industry has changed a lot .Building a website is more than just getting your name, number and address online. With Esultants, you’ll be able to see a design that incorporates your brand, your logo and your colors, copy that is specific to your industry and target audience, and a site set to be found in searches. Look at their previous work, learn in detail about their services and give us a call because you’ve found your website solution. ","Advertising, Commerce and Shopping, Design, Internet Services, Sales and Marketing",1,Jeff Schissler,1-10,,,,,,,,,,,,,Private,,,,,,
The Grit Group,https://www.crunchbase.com/organization/the-grit-group,"Advertising, Brand Marketing, Digital Marketing, Internet, Marketing","Charlotte, North Carolina, United States",The Grit Group operates various digital marketing companies.,"584,941","East Coast, Southern US",,Active,2015-01-01,year,,,,,For Profit,https://www.thegritgroup.io/,"The Grit Group operates various digital marketing companies. It creates digital media for advertising, develops e-commerce solutions for retail businesses, and provides an online platform for pet owners. The Grit Group is based in North Carolina, USA.","Advertising, Internet Services, Sales and Marketing",,,,,,,,,,,,,,,,Private,,,,,,
U.S. Trade Representative,https://www.crunchbase.com/organization/u-s-trade-representative,"Association, Developer Tools, Government","Washington, District of Columbia, United States",U.S. Trade Representative develops and implements trade policies that promote world growth and opportunities.,"584,943","Washington DC Metro Area, Southern US",$10M to $50M,Active,1962-01-01,year,,,,,Non-profit,http://www.ustr.gov/,"U.S. Trade Representative (USTR) develops and implements trade policies that promote world growth and opportunities.   It is responsible for developing and coordinating U.S. international trade, commodity, and direct investment policy; overseeing negotiations with other countries; creating worldwide opportunities for economic development and technological progress; frameing issues for presidential decision; and more.   The head of USTR is the U.S. trade representative, a cabinet member who serves as the president’s principal trade advisor, negotiator, and spokesperson on trade issues. USTR provides trade policy leadership and negotiating expertise promoting the administration's trade policy to open markets throughout the world to create new opportunities and higher living standards for families, farmers, manufacturers, workers, consumers, and businesses.   U.S. Trade Representative was founded in 1962 and is based in Washington, District of Columbia. It has an additional office in Geneva, Switzerland.","Government and Military, Other, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
RMA Electronics,https://www.crunchbase.com/organization/rma-electronics,"Electronics, Industrial, Manufacturing, Video","Hingham, Massachusetts, United States","RMA Electronics is a distributor of industrial video products such as CMOS cameras, lenses, video capture boards, monitors, and cables.","584,945","Greater Boston Area, East Coast, New England",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://www.rmaelectronics.com/,,"Consumer Electronics, Hardware, Manufacturing, Media and Entertainment, Video",,,1-10,,,,,,,,,,,,,Private,,,,,,
Fairfield Property Management,https://www.crunchbase.com/organization/fairfield-property-management,"Property Management, Real Estate","Shreveport, Louisiana, United States",Fairfield Property Management has specialized in the professional property management of luxury and affordable multi-family properties.,"584,950",Southern US,$1M to $10M,Active,1976-01-01,year,,,,,For Profit,https://www.fairfieldmanagement.com/,,Real Estate,,,51-100,,,,,,,,,,,,,Private,,,,,,
Beacon ABA Services,https://www.crunchbase.com/organization/beacon-aba-services,,"Milford, Connecticut, United States","Beacon ABA Services, Inc. (Beacon) is a private group practice of behavior analysts.","584,953","East Coast, New England, Northeastern US",$1M to $10M,Active,1997-01-01,year,,,,,For Profit,http://beaconservices.org,"Beacon ABA Services, Inc. (Beacon) is a private group practice of behavior analysts and behavioral therapists organized to provide intensive behavioral services to individuals with developmental disabilities.  The practice specializes in providing evidence-based treatment interventions to children with Autism Spectrum Disorder (ASD) and Pervasive Developmental Disorder (PDD).",,,,101-250,,,,,,,,,,,,,Private,,,,,,
Georgia Municipal Association,https://www.crunchbase.com/organization/georgia-municipal-association,"Government, Information Services, Non Profit","Atlanta, Georgia, United States",Georgia Municipal Association is a state organization that represents municipal governments in Georgia.,"584,958","Greater Atlanta Area, East Coast, Southern US",,Active,1933-01-01,year,,,,,Non-profit,https://www.gacities.com,,"Government and Military, Information Technology, Other, Social Impact",,,51-100,,,,,,,,,,,,,Private,,,,,,
Jadoo Power Systems,https://www.crunchbase.com/organization/jadoo-power-systems,"Energy Storage, Industrial, Manufacturing","Folsom, California, United States",Jadoo Power Systems develops and manufactures power and energy storage systems.,"584,963","West Coast, Western US",,Active,2001-01-01,year,,,,,For Profit,,"Jadoo Power Systems develops and manufactures power and energy storage systems for military and commercial markets. It offers solar water heaters for homes and businesses; and solar power, energy storage, and fuel cell systems.","Energy, Manufacturing",,,11-50,3,Late Stage Venture,20270000,USD,20270000,20270000,USD,20270000,"Venrock, Mohr Davidow Ventures, Pinnacle Ventures",3,3,,Private,,,,,,
F&D Plastics,https://www.crunchbase.com/organization/f-d-plastics,"Industrial, Manufacturing, Plastics and Rubber Manufacturing","Leominster, Massachusetts, United States",F&D Plastics is a manufacturer and supplier of color concentrate for the plastic industry.,"584,964","East Coast, New England, Northeastern US",$10M to $50M,Active,1967-01-01,year,,,,,For Profit,https://fdplastics.com/,,Manufacturing,2,"Jean Rosbury, Roger Rosbury",51-100,,,,,,,,,,,,,Private,,,,,,
KettleSeal,https://www.crunchbase.com/organization/kettleseal,"Industrial, Industrial Engineering, Mechanical Engineering","Greenville, South Carolina, United States","KettleSeal is a mechanical engineering company that focuses on valve stems, retrofit valves, nylon seals, and security accessories products.","584,970","East Coast, Southern US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.kettleseal.com,,"Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
iGolf,https://www.crunchbase.com/organization/igolf,"Golf, Information Technology, Software","San Diego, California, United States","iGolf is an IT support firm that offers technologies in hardware, software, and GPS content like 3D virtual courses for the golfing sector.","584,973","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,2003-01-01,year,,,,,For Profit,https://igolf.com/,,"Information Technology, Software, Sports",,,51-100,,,,,,,,,,,,,Private,,,,,,
Alpine Fit,https://www.crunchbase.com/organization/alpine-fit,"Apparel, Fashion, Manufacturing, Retail, Textiles","Anchorage, Alaska, United States",Alpine Fit designs and manufactures outdoor apparel with tailored fit and odor free suitable for Alaskan weather.,"584,976",Western US,,Active,2018-01-01,year,,,,,For Profit,https://alpinefit.com/,"Alpine Fit is an outdoor clothing company that fits different body types, uses anti-odor fabrics and is locally produced. They are proud of each outfit they design, test, and make. Here, there are no concessions. They want everyone to be warm and comfortable outside because their equipment is designed for the community outdoors. Its fabric, which contains silver, was created from the ground up to be durable and odor-resistant.","Clothing and Apparel, Commerce and Shopping, Design, Manufacturing",,,1-10,1,Seed,,USD,,,USD,,gbeta,,1,,Private,,,,,,
Century 21 Americana,https://www.crunchbase.com/organization/century-21-americana,Real Estate,"Covina, California, United States",Century 21 Americana is a real estate service provider in the Covina area.,"584,977","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,2003-01-01,day,,,,,For Profit,http://c21americana.com,,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Policy Lab,https://www.crunchbase.com/organization/policy-lab,"Clinical Trials, Digital Marketing, Health Care","San Diego, California, United States",Policy Lab connect patients with high-quality clinical trials across the country.,"584,978","Greater San Diego Area, West Coast, Western US",,Active,2017-01-01,year,,,,,For Profit,https://policylab.us,"Policy Lab is an online resource and guide that have been created to provide individuals with up-to-date information on diseases and more specifically available clinical trials. The organization is based in San Diego, California.","Health Care, Sales and Marketing",1,Tyler Cooper,1-10,,,,,,,,,,,,,Private,,,,,,
ONE CONNXT,https://www.crunchbase.com/organization/one-connxt,"Information Technology, Robotics, Software","New York, New York, United States",ONE CONNXT is an end-to-end Ultra HD/HD/SD content distribution service utilizing proprietary IP solutions.,"584,981","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,2011-01-01,year,,,,,For Profit,http://www.oneconnxt.com/,,"Hardware, Information Technology, Science and Engineering, Software",,,51-100,,,,,,,,,,,,,Private,,,,,,
